"","participantID","gender","age","attention.check","education","intendedVote","ratingPositive","ratingFavor","politicalOrientation","partyIdentification","partyIdentification_text","cc_concerns_1","cc_concerns_2","cc_concerns_3","cc_concerns_4","engagement_1","engagement_2","engagement_3","engagement_4","engagement_5","media","media1_text","media2_text","technical_problem","technical_problem_2_TEXT","representative","CAM_ID","mean_valence_macro","mean_valence_normed_macro","density_macro","transitivity_macro","centr_degree_macro","centr_clo_macro","centr_betw_macro","centr_eigen_macro","meanDistance_directed_macro","meanDistance_undirected_macro","diameter_weighted_undirected_macro","diameter_unweighted_undirected_macro","diameter_unweighted_directed_macro","num_nodes_macro","num_nodes_pos_macro","num_nodes_neg_macro","num_nodes_neut_macro","num_nodes_ambi_macro","num_edges_macro","num_edges_solid_macro","num_edges_dashed_macro","num_edges_invaliddashed_macro","meanWeightEdges_macro","reciprocity_macro","assortativity_valence_macro","assortativityDegree_macro","degreetot_micro_Klimagesetz","valence_micro_Klimagesetz","centr_clo_micro_Klimagesetz","ratingLaw","time","climate_concern","media_engagement"
"36","7ada363edc3c43450feb21d7b3defc06","weiblich",30,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",1,8,8,3,"Grüne",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 5-6 hours","for approx. 5-6 hours","for approx. 3-4 hours","for approx. 2-3 hours","for approx. 5-6 hours","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,SRF,20 Minuten,Tages-Anzeiger",NA,NA,"Nein",NA,"eher repräsentativ","7ada363edc3c43450feb21d7b3defc06",0.0454545454545455,0.0454545454545455,0.108225108225108,0.183673469387755,0.136054421768707,0.351059726997406,0.649659863945578,0.767146686816085,3.54978354978355,3.54978354978355,7,7,7,22,10,9,2,1,50,50,0,1,1,1,-0.221434200157607,-0.00108225108225096,10,0,1,8,17.97,6,5
"37","7b15f33c04ba05d87db37b4dbeb45c3a","männlich",21,"Tennisspielen","Hochschulreife / Matur",1,6,6,1,"SP",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","not at all","not at all","for approx. 5-6 hours","not at all","for approx. 5-6 hours",NA,NA,NA,"Nein",NA,"ein bisschen unrepräsentativ","7b15f33c04ba05d87db37b4dbeb45c3a",1.21428571428571,0.428571428571428,0.208791208791209,0.127659574468085,0.189349112426035,0.421120542908061,0.508547008547009,0.489997622636274,6.01098901098901,6.01098901098901,10,4,4,14,10,4,0,0,38,38,0,4,2.57894736842105,1,-0.117647058823539,-0.588424437299036,10,2,0.84,6,14.93,6,3
"38","7d9a8e5d43a837b55322cb4e8d7fbc7c","weiblich",32,"Tennisspielen","Obligatorische Schule",1,4,6,5,"Keine",NA,"stimme zu","stimme voll und ganz zu","stimme eher zu","stimme eher zu","not at all","for approx. 2-3 hours","for approx. 1-2 hours","not at all","for approx. 1-2 hours",NA,NA,NA,"Nein",NA,"ein bisschen repräsentativ","7d9a8e5d43a837b55322cb4e8d7fbc7c",-0.181818181818182,-0.181818181818182,0.254545454545455,0.230769230769231,0.16,0.237637930673913,0.237777777777778,0.584912715691852,2.45454545454545,2.45454545454545,6,6,6,11,3,5,2,1,28,28,0,2,1,1,0.114355231143553,0.0666666666666655,8,0,1,5,16.8,4.75,1.8
"39","7e1d4bf40049c8c1635979b1962c89d1","männlich",69,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",1,6,8,7,"FDP",NA,"stimme eher zu","stimme eher nicht zu","stimme eher zu","stimme eher zu","not at all","for approx. 3-4 hours","for approx. 3-4 hours","for approx. 4-5 hours","for approx. 3-4 hours","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,baz (Basler Zeitung)",NA,NA,"Nein",NA,"weder unrepräsentativ noch repräsentativ","7e1d4bf40049c8c1635979b1962c89d1",0.666666666666667,0.222222222222222,0.361111111111111,0.333333333333333,0.15625,0.416891756702681,0.482142857142857,0.465848714460903,2.30555555555556,2.30555555555556,5,4,4,9,3,1,2,3,26,26,0,1,1.15384615384615,1,0.204081632653061,-0.155555555555557,8,0,0.705882352941177,7,12.28,3.75,3.6
"40","82fdef44fa03c92c915ae1953d2525ca","männlich",48,"Tennisspielen","Hochschulreife / Matur",1,7,7,6,"Keine",NA,"stimme eher zu","stimme eher zu","stimme zu","stimme eher zu","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","not at all","not at all",NA,NA,NA,"Nein",NA,"eher repräsentativ","82fdef44fa03c92c915ae1953d2525ca",0.375,0.25,0.357142857142857,0.25,0.571428571428571,0.700703463203463,0.655328798185941,0.59337649292679,1.75,1.75,3,3,3,8,4,2,1,1,20,20,0,1,1,1,-0.159420289855072,-0.574074074074074,12,0,1,7,14.82,4.25,1.6
"41","86f09236c16f2cd24fc82fd3c0a4a93a","männlich",52,"Tennisspielen","Hochschulreife / Matur",1,5,6,6,"Keine",NA,"stimme nicht zu","stimme eher zu","stimme eher zu","stimme eher zu","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","not at all","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,SRF,20 Minuten,Tages-Anzeiger",NA,NA,"Nein",NA,"sehr unrepräsentativ","86f09236c16f2cd24fc82fd3c0a4a93a",0,0,0.222222222222222,0,0.171875,0.356142951251647,0.486607142857143,0.56485963834489,2.72222222222222,2.72222222222222,6,6,6,9,0,0,1,8,16,16,0,0,1,1,NA,-0.230769230769231,6,0,1,5.5,11.23,3.5,1.8
"42","8e64dcc8c492025124b2a9fb85dcc93f","männlich",71,"Tennisspielen","Obligatorische Schule",0,4,4,10,"SVP",NA,"stimme eher nicht zu","stimme eher zu","stimme eher nicht zu","stimme eher nicht zu","not at all","for approx. 1-2 hours","for approx. 1-2 hours","not at all","not at all",NA,NA,NA,"Nein",NA,"weder unrepräsentativ noch repräsentativ","8e64dcc8c492025124b2a9fb85dcc93f",1.4,0.7,0.377777777777778,0.403846153846154,0.444444444444444,0.563785173160173,0.380658436213992,0.557465335651393,1.77777777777778,1.77777777777778,4,4,4,10,8,1,1,0,34,34,0,1,1,1,-0.157068062827224,-0.270668176670441,14,0,1,4,17.95,3.25,1.4
"43","8f44f76ce6e26208f7345c83e5ea0e55","weiblich",43,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",1,6,6,4,"FDP",NA,"stimme zu","stimme zu","stimme voll und ganz zu","stimme zu","for approx. 1-2 hours","for approx. 4-5 hours","for approx. 2-3 hours","for approx. 3-4 hours","for approx. 1-2 hours","SRF,Andere Regionale Zeitungen",NA,NA,"Nein",NA,"weder unrepräsentativ noch repräsentativ","8f44f76ce6e26208f7345c83e5ea0e55",-0.6,-0.4,0.133333333333333,0,0.239795918367347,0.323483264736083,0.590266875981162,0.667957985972074,3.40952380952381,3.40952380952381,6,6,6,15,3,9,3,0,28,28,0,0,1,1,0.493975903614457,-0.721040189125295,2,0,0.704545454545455,6,17.35,5.25,3.2
"44","90bbd3ced2d3783563a4e6b38b75e5f3","weiblich",63,"Tennisspielen","Obligatorische Schule",0,1,1,10,"andere Partei","EDU","stimme überhaupt nicht zu","stimme überhaupt nicht zu","stimme überhaupt nicht zu","stimme überhaupt nicht zu","not at all","not at all","not at all","not at all","not at all",NA,NA,NA,"Nein",NA,"ein bisschen unrepräsentativ","90bbd3ced2d3783563a4e6b38b75e5f3",-0.875,-0.375,0.392857142857143,0.260869565217391,0.36734693877551,0.506469456469456,0.421768707482993,0.532774842045631,1.78571428571429,1.78571428571429,3,3,3,8,1,4,2,1,22,22,0,2,1,1,-0.0210970464135024,-0.222222222222222,10,0,1,1,6.12,1,1
"45","97936272d68cf7588e466f49bfbc645b","männlich",65,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",0,4,1,5,"Keine",NA,"stimme überhaupt nicht zu","stimme eher nicht zu","stimme eher nicht zu","stimme nicht zu","not at all","not at all","for approx. 1-2 hours","for approx. 1-2 hours","not at all","baz (Basler Zeitung)",NA,NA,"Ja, und zwar","Ich halte nicht viel von ""Mind-Maps""","ein bisschen repräsentativ","97936272d68cf7588e466f49bfbc645b",0.2,0,0.2,0,0.271604938271605,0.538125763125763,0.712962962962963,0.674306090567002,2.53333333333333,2.53333333333333,4,4,4,10,2,2,1,5,18,18,0,0,1,1,-6.66133814775094e-16,-0.0909090909090906,8,0,1,2.5,16.72,2.25,1.4
"46","99c9d92758e0fab9311dff1ce7d73a95","männlich",45,"Tennisspielen","Hochschulreife / Matur",1,8,7,4,"GLP",NA,"stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 2-3 hours","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 4-5 hours","for approx. 1-2 hours","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,SRF,20 Minuten,Blick,Tages-Anzeiger",NA,NA,"Nein",NA,"eher repräsentativ","99c9d92758e0fab9311dff1ce7d73a95",1.11111111111111,0.333333333333333,0.527777777777778,0.616438356164384,0.53125,0.733516483516484,0.412946428571429,0.476570715652027,1.47222222222222,1.47222222222222,2,2,2,9,5,2,1,1,38,38,0,0,1,1,0.0763888888888877,-0.357142857142858,16,0,1,7.5,43.7,5.75,3
"47","9d1e23a5e9275d067baa8e0b55130efc","männlich",39,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",1,8,8,5,"GLP",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 3-4 hours","for approx. 3-4 hours","for approx. 2-3 hours","for approx. 3-4 hours","for approx. 3-4 hours","20 Minuten",NA,NA,"Nein",NA,"ein bisschen unrepräsentativ","9d1e23a5e9275d067baa8e0b55130efc",0,0,0.2,0,0.888888888888889,1,1,0.75,1.8,1.8,2,2,2,10,0,0,10,0,18,18,0,0,1,1,NA,-1,18,0,1,8,5.67,6,3.8
"48","9ff2f6c4d0170beaa21f17806cb524a9","weiblich",35,"Tennisspielen","Hochschulreife / Matur",1,8,7,2,"SP",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 1-2 hours","for approx. 1-2 hours","not at all","for approx. 1-2 hours","for approx. 1-2 hours","20 Minuten,BZ (Berner Zeitung) / der Bund,Tages-Anzeiger",NA,NA,"Nein",NA,"eher repräsentativ","9ff2f6c4d0170beaa21f17806cb524a9",0.4,0.2,0.2,0,0.148148148148148,0.184039790618738,0.268518518518519,0.461137131540277,3.51111111111111,3.51111111111111,8,8,8,10,2,0,3,5,18,18,0,0,1,1,-0.2,-0.666666666666667,4,0,1,7.5,72.1,6,1.8
"49","a61d58375b7761ae849e97bbcbb73573","männlich",27,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",1,5,6,4,"Die Mitte",NA,"stimme zu","stimme zu","stimme zu","stimme zu","for approx. 2-3 hours","for approx. 3-4 hours","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 1-2 hours","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,SRF,Luzerner Zeitung",NA,NA,"Nein",NA,"eher repräsentativ","a61d58375b7761ae849e97bbcbb73573",0.857142857142857,0.428571428571428,0.175824175824176,0,0.224852071005917,0.345934979981033,0.328665351742275,0.561923312919529,2.68131868131868,2.68131868131868,5,5,5,14,9,3,2,0,32,32,0,4,1,1,0,-0.560975609756098,4,0,0.8,5.5,12.32,5,2.8
"50","ac15dee989668d773fb2809e3b55de52","männlich",49,"Tennisspielen","Obligatorische Schule",1,6,7,5,"Die Mitte",NA,"stimme zu","stimme zu","stimme zu","stimme zu","not at all","not at all","not at all","not at all","not at all",NA,NA,NA,"Nein",NA,"ein bisschen repräsentativ","ac15dee989668d773fb2809e3b55de52",0.444444444444444,0.111111111111111,0.222222222222222,0,0.171875,0.298167856484286,0.397321428571429,0.458570949575274,3.16666666666667,3.16666666666667,7,6,6,9,5,4,0,0,16,16,0,3,1.125,1,0.127272727272727,-0.435897435897436,6,3,0.941176470588235,6.5,17.48,5,1
"51","ae37c14196d631d19d43391992ea2396","männlich",41,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",1,5,6,6,"andere Partei","linker Flügel FDP","stimme zu","stimme zu","stimme zu","stimme eher zu","for approx. 3-4 hours","for approx. 5-6 hours","for approx. 2-3 hours","for approx. 5-6 hours","not at all","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,SRF,20 Minuten,Blick,baz (Basler Zeitung),Andere Regionale Zeitungen","Watson",NA,"Ja, und zwar","Bedienung war schwieriger als angenommen","ein bisschen repräsentativ","ae37c14196d631d19d43391992ea2396",0,-0.125,0.285714285714286,0.272727272727273,0.163265306122449,0.334828548644338,0.285714285714286,0.543536841025322,2.35714285714286,2.35714285714286,5,5,5,8,1,2,4,1,16,16,0,0,1,1,-0.5,0.17948717948718,6,0,1,5.5,12.37,4.75,4
"52","af7585149f2e8cd9340f76bd82f535da","weiblich",27,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",1,6,6,5,"SP",NA,"stimme zu","stimme zu","stimme zu","stimme zu","for approx. 4-5 hours","for approx. 5-6 hours","for approx. 4-5 hours","for approx. 4-5 hours","for approx. 5-6 hours","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,20 Minuten,St.Galler Tagblatt,Weltwoche",NA,NA,"Nein",NA,"ein bisschen repräsentativ","af7585149f2e8cd9340f76bd82f535da",2,0.888888888888889,0.222222222222222,0,0.3125,0.54745486711431,0.700892857142857,0.658756228911861,2.38888888888889,2.38888888888889,4,4,4,9,8,0,1,0,16,16,0,0,1,1,-0.333333333333333,-0.28735632183908,8,0,1,6,19.97,5,5.4
"53","b8d24f6f79ec532ffb9e552df33fcd34","weiblich",31,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",1,7,8,4,"Grüne",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme zu","stimme zu","for approx. 1-2 hours","for approx. 2-3 hours","not at all","for approx. 1-2 hours","not at all","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag",NA,NA,"Nein",NA,"eher repräsentativ","b8d24f6f79ec532ffb9e552df33fcd34",0.111111111111111,-0.111111111111111,0.361111111111111,0.428571428571429,0.71875,0.891679748822606,0.801339285714286,0.619583075098412,1.63888888888889,1.63888888888889,2,2,2,9,3,4,2,0,26,26,0,0,1,1,0.111111111111111,-0.575757575757576,16,0,1,7.5,13.72,5.5,1.8
"54","b8d8f68fcd2d8a1e108f70d84134a511","männlich",42,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",1,8,8,10,"GLP",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for more than 7 hours","for more than 7 hours","for more than 7 hours","for more than 7 hours","for more than 7 hours","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,BZ (Berner Zeitung) / der Bund,baz (Basler Zeitung),Nordwestschweiz,Tages-Anzeiger",NA,NA,"Nein",NA,"sehr repräsentativ","b8d8f68fcd2d8a1e108f70d84134a511",0.777777777777778,0.222222222222222,0.222222222222222,0,0.875,1,1,0.738796125036259,1.77777777777778,1.77777777777778,2,2,2,9,5,3,1,0,16,16,0,0,1,1,-0.849246231155779,-1,16,0,1,8,6.68,6,8
"55","bd57643f9c34fc4f9857e7836c51e7f3","männlich",29,"Tennisspielen","Hochschulreife / Matur",1,7,6,5,"SVP",NA,"stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme zu","for approx. 2-3 hours","for approx. 6-7 hours","for approx. 2-3 hours","for approx. 3-4 hours","for approx. 2-3 hours","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,SRF,20 Minuten,Blick",NA,NA,"Nein",NA,"sehr repräsentativ","bd57643f9c34fc4f9857e7836c51e7f3",0.333333333333333,0,0.171428571428571,0.225,0.198979591836735,0.437760063345491,0.57182103610675,0.665917163290663,2.7047619047619,2.7047619047619,5,5,5,15,6,6,3,0,36,36,0,2,1,1,0.280846063454758,-0.0654911838790935,10,0,1,6.5,24.43,5.5,4
"56","c4c74ffd6cadc1c1a003799abe7820cd","weiblich",20,"Tennisspielen","Obligatorische Schule",1,7,8,5,"Die Mitte",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 2-3 hours","not at all","not at all",NA,NA,NA,"Nein",NA,"ein bisschen repräsentativ","c4c74ffd6cadc1c1a003799abe7820cd",1.11111111111111,0.555555555555556,0.305555555555556,0.36,0.5,0.661071513625693,0.747767857142857,0.642386458181138,1.97222222222222,1.97222222222222,3,3,3,9,5,0,3,1,22,22,0,0,1,1,-0.272727272727273,-0.521276595744681,12,0,1,7.5,10.4,6,1.8
"57","c715fac85a74b8d3bbc16178273a870d","männlich",60,"Tennisspielen","Obligatorische Schule",1,7,8,3,"Grüne",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme zu","stimme voll und ganz zu","for approx. 2-3 hours","for approx. 1-2 hours","not at all","for approx. 1-2 hours","not at all","SRF",NA,NA,"Nein",NA,"ein bisschen repräsentativ","c715fac85a74b8d3bbc16178273a870d",0.866666666666667,0.533333333333333,0.219047619047619,0.347826086956522,0.224489795918367,0.417616889854638,0.413657770800628,0.558622354813482,2.36190476190476,2.36190476190476,4,4,4,15,9,1,5,0,46,46,0,3,1.17391304347826,1,0.159268929503916,-0.158730158730159,10,2,0.916666666666667,7.5,18.03,5.75,1.8
"58","ca955d9556e60252a4535dd4f347f9a4","weiblich",18,"Tennisspielen","Obligatorische Schule",0,4,3,4,"SP",NA,"stimme überhaupt nicht zu","stimme eher nicht zu","stimme eher zu","stimme eher zu","not at all","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","not at all","20 Minuten,Blick",NA,NA,"Nein",NA,"ein bisschen repräsentativ","ca955d9556e60252a4535dd4f347f9a4",-0.125,0,0.25,0,0.857142857142857,1,1,0.725708114822568,1.75,1.75,2,2,2,8,3,3,1,1,14,14,0,3,1,1,-0.466666666666667,-1,14,1,1,3.5,11,3,1.6
"59","cadf87c5e83ba125f8dd214c0caa48b6","weiblich",66,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",1,7,7,5,"GLP",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 2-3 hours","for approx. 3-4 hours","for approx. 3-4 hours","for approx. 4-5 hours","for approx. 1-2 hours","SRF,Tages-Anzeiger",NA,NA,"Nein",NA,"eher repräsentativ","cadf87c5e83ba125f8dd214c0caa48b6",0,0,0.4,0.457627118644068,0.54320987654321,0.688095238095238,0.501028806584362,0.578139593080403,1.68888888888889,1.68888888888889,3,3,3,10,4,4,2,0,36,36,0,5,1,1,-0.0379362670713207,-0.269654665686995,16,2,1,7,25.98,6,3.6
"60","cdcfd31328fe1005bab201e5af696b1e","weiblich",42,"Tennisspielen","Hochschulreife / Matur",1,6,6,6,"Keine",NA,"stimme zu","stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 1-2 hours","for approx. 1-2 hours","not at all","for approx. 1-2 hours","for approx. 3-4 hours","20 Minuten,Blick",NA,NA,"Nein",NA,"eher repräsentativ","cdcfd31328fe1005bab201e5af696b1e",-0.230769230769231,-0.153846153846154,0.153846153846154,0,0.555555555555556,0.666228354978355,0.842171717171717,0.763327040522622,2.28205128205128,2.28205128205128,4,4,4,13,4,6,3,0,24,24,0,0,1,1,-0.541284403669724,-0.656088560885609,16,0,1,6,19.88,5.5,2.2
"61","d07c8e9625c43b7dab732f3abf4abeeb","weiblich",56,"Tennisspielen","Hochschulreife / Matur",1,5,6,5,"Keine",NA,"stimme eher nicht zu","stimme zu","stimme zu","stimme zu","not at all","for approx. 5-6 hours","not at all","for approx. 5-6 hours","not at all","SRF,Andere Regionale Zeitungen","OT",NA,"Nein",NA,"eher repräsentativ","d07c8e9625c43b7dab732f3abf4abeeb",0,0,0.5,0.51219512195122,0.244897959183673,0.280555555555556,0.160997732426304,0.301486445904763,1.53571428571429,1.53571428571429,3,3,3,8,0,0,8,0,28,28,0,0,1,1,NA,-0.417721518987341,8,0,0.9,5.5,7.88,4.5,3
"62","d17300c24868b6ca9aa3d9bc8bba7911","männlich",51,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",1,7,8,6,"GLP",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","not at all","for approx. 2-3 hours","not at all","for approx. 1-2 hours","not at all","SRF,Blick,Tages-Anzeiger",NA,NA,"Nein",NA,"sehr repräsentativ","d17300c24868b6ca9aa3d9bc8bba7911",0.363636363636364,0.0909090909090909,0.181818181818182,0,0.24,0.475952380952381,0.626666666666667,0.616723361912981,2.47272727272727,2.47272727272727,4,4,4,11,5,4,1,1,20,20,0,1,1,1,0.282868525896414,-0.666666666666666,8,0,1,7.5,15.9,6,1.6
"63","d1b5c35aa5936466154d66c536c90483","weiblich",20,"Tennisspielen","Obligatorische Schule",0,4,4,5,"Keine",NA,"stimme eher nicht zu","stimme eher zu","stimme eher zu","stimme eher zu","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 2-3 hours","for approx. 2-3 hours","for approx. 2-3 hours","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,20 Minuten,Blick",NA,NA,"Nein",NA,"eher repräsentativ","d1b5c35aa5936466154d66c536c90483",-0.111111111111111,0,0.222222222222222,0,0.3125,0.356423346979374,0.566964285714286,0.684882525763461,2.72222222222222,2.72222222222222,6,6,6,9,4,4,1,0,16,16,0,0,1,1,0.329341317365269,-0.473684210526316,8,0,1,4,8.27,3.75,2.8
"64","d78ff7f3aa386af26a9686044339f164","männlich",18,"Tennisspielen","Obligatorische Schule",0,5,5,5,"SVP",NA,"stimme eher zu","stimme voll und ganz zu","stimme zu","stimme zu","for approx. 2-3 hours","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","SRF",NA,NA,"Nein",NA,"weder unrepräsentativ noch repräsentativ","d78ff7f3aa386af26a9686044339f164",-0.333333333333333,-0.222222222222222,0.222222222222222,0,0.453125,0.639057500470544,0.799107142857143,0.711167101520985,2.27777777777778,2.27777777777778,4,4,4,9,3,5,1,0,16,16,0,0,1,1,-0.230769230769231,-0.417142857142857,10,0,1,5,13.12,5,2.2
"65","e33ef810d536a88167520511d8f26ecf","weiblich",51,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",1,8,8,4,"Grüne",NA,"stimme zu","stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 3-4 hours","for approx. 2-3 hours","for approx. 1-2 hours","not at all","not at all",NA,NA,NA,"Nein",NA,"eher repräsentativ","e33ef810d536a88167520511d8f26ecf",0.444444444444444,0.111111111111111,0.222222222222222,0,0.59375,0.729564553093965,0.866071428571429,0.729054411109836,2.11111111111111,2.11111111111111,4,4,4,9,3,2,2,2,16,16,0,1,1,1,-0.384615384615385,-0.63914373088685,12,0,1,8,14.43,5.5,2.2
"66","e4926954d0ea8da4f34a459c01f52412","männlich",36,"Tennisspielen","Hochschulreife / Matur",0,2,4,6,"SVP",NA,"stimme eher nicht zu","stimme eher nicht zu","stimme eher zu","stimme nicht zu","not at all","for approx. 3-4 hours","not at all","for approx. 1-2 hours","not at all","Blick",NA,NA,"Nein",NA,"ein bisschen unrepräsentativ","e4926954d0ea8da4f34a459c01f52412",-0.888888888888889,-0.444444444444444,0.222222222222222,0,0.875,1,1,0.738796125036258,1.77777777777778,1.77777777777778,2,2,2,9,2,6,1,0,16,16,0,0,1,1,-0.806451612903226,-1,16,0,1,3,4.82,3,1.8
"67","efb93cb61305c50f831dd6641d3938b7","männlich",31,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",1,6,6,8,"Keine",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme zu","for approx. 1-2 hours","not at all","not at all","not at all","for approx. 1-2 hours",NA,NA,NA,"Nein",NA,"etwas unrepräsentativ","efb93cb61305c50f831dd6641d3938b7",0,0.125,0.392857142857143,0.321428571428571,0.530612244897959,0.619101731601732,0.530612244897959,0.555520374745845,1.64285714285714,1.64285714285714,3,3,3,8,2,1,5,0,22,22,0,1,1,1,-0.325301204819278,-0.57593123209169,12,0,1,6,6.63,5.75,1.4
"68","f3751885f5e83baaeea3036e3a4e971a","weiblich",37,"Tennisspielen","Hochschulreife / Matur",0,3,3,5,"FDP",NA,"stimme eher nicht zu","stimme eher nicht zu","stimme eher nicht zu","stimme eher nicht zu","for approx. 3-4 hours","for approx. 4-5 hours","for approx. 3-4 hours","for approx. 4-5 hours","for approx. 3-4 hours","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,SRF,Weltwoche,Andere",NA,"Swissquote","Nein",NA,"eher repräsentativ","f3751885f5e83baaeea3036e3a4e971a",0.375,0.25,0.25,0,0.204081632653061,0.48881294144452,0.605442176870748,0.580797241335241,2.39285714285714,2.39285714285714,4,4,4,8,4,2,1,1,14,14,0,0,1,1,0.176470588235294,-0.235294117647058,6,0,1,3,23.68,3,4.4
"69","f4681aafe78cd242d2eb60a9194e9b00","weiblich",48,"Tennisspielen","Hochschulreife / Matur",1,7,7,4,"SP",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 1-2 hours","for approx. 1-2 hours","not at all","for approx. 1-2 hours","for approx. 1-2 hours","20 Minuten,Blick",NA,NA,"Nein",NA,"ein bisschen repräsentativ","f4681aafe78cd242d2eb60a9194e9b00",0.4,0.2,0.2,0,0.888888888888889,1,1,0.75,1.8,1.8,2,2,2,10,5,3,1,1,18,18,0,0,1,1,-0.689795918367348,-1,18,0,1,7,21.37,6,1.8
"70","f7f32b56aa05199183f535fb3b5039a7","männlich",53,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",0,5,1,10,"SVP",NA,"stimme eher zu","stimme voll und ganz zu","stimme zu","stimme zu","not at all","not at all","not at all","not at all","not at all",NA,NA,NA,"Nein",NA,"ein bisschen unrepräsentativ","f7f32b56aa05199183f535fb3b5039a7",-0.888888888888889,-0.222222222222222,0.222222222222222,0,0.875,1,1,0.738796125036259,1.77777777777778,1.77777777777778,2,2,2,9,3,5,1,0,16,16,0,0,1,1,-0.801324503311258,-1,16,0,1,3,10.57,5,1
"71","f86b9e6636c083610a327a3511ca4064","männlich",24,"Tennisspielen","Hochschulreife / Matur",0,5,3,6,"Die Mitte",NA,"stimme überhaupt nicht zu","stimme nicht zu","stimme eher zu","stimme eher zu","for approx. 2-3 hours","for approx. 2-3 hours","for approx. 1-2 hours","for approx. 5-6 hours","for approx. 4-5 hours","SRF,20 Minuten,Blick",NA,NA,"Ja, und zwar","die Kästen liessen sich zum Teil nicht direkt miteinander verbinden.","eher repräsentativ","f86b9e6636c083610a327a3511ca4064",-0.5,-0.25,0.25,0,0.36734693877551,0.350793650793651,0.557823129251701,0.609635267260182,2.35714285714286,2.35714285714286,4,4,4,8,1,3,4,0,14,14,0,1,1,1,-0.458333333333332,-0.866666666666667,6,0,0.857142857142857,4,6.57,2.75,3.8
