"","participantID.wave2","participantID","durationSeconds.x_t1","consent_t1","gender","age","attention.check_t1","education","durationSeconds.y_t1","voteCo2","politicalOrientation","technical_problem_t1","technical_problem_2_TEXT_t1","representative_t1","CAM_ID_t1","durationSeconds.x_t2","consent_t2","attention.check_t2","durationSeconds.y_t2","partyIdentification","partyIdentification_text","cc_concerns_1","cc_concerns_2","cc_concerns_3","cc_concerns_4","engagement_1","engagement_2","engagement_3","engagement_4","engagement_5","media","media1_text","media2_text","technical_problem_t2","technical_problem_2_TEXT_t2","representative_t2","CAM_ID_t2","climate_concern","media_engagement","media_engagement_rel","climate_concern_rel","wave","intendedVote","ratingPositive","ratingFavor","ratingLaw","mean_valence_macro","mean_valence_normed_macro","density_macro","transitivity_macro","centr_degree_macro","centr_clo_macro","centr_betw_macro","centr_eigen_macro","meanDistance_directed_macro","meanDistance_undirected_macro","diameter_weighted_undirected_macro","diameter_unweighted_undirected_macro","diameter_unweighted_directed_macro","num_nodes_macro","num_nodes_pos_macro","num_nodes_neg_macro","num_nodes_neut_macro","num_nodes_ambi_macro","num_edges_macro","num_edges_solid_macro","num_edges_dashed_macro","num_edges_invaliddashed_macro","meanWeightEdges_macro","reciprocity_macro","assortativity_valence_macro","assortativityDegree_macro","degreetot_micro_Klimagesetz","valence_micro_Klimagesetz","centr_clo_micro_Klimagesetz"
"154","494a4e260e28aeb10f05650d10032145","8403927872fd2e8bbd2d6a856a91e5ed",266,1,"weiblich",66,"Tennisspielen","Hochschulreife / Matur",80,0,5,"Nein",NA,"ein bisschen repräsentativ","8403927872fd2e8bbd2d6a856a91e5ed",1544,1,"Tennisspielen",113,"Keine",NA,"stimme zu","stimme zu","stimme zu","stimme voll und ganz zu","for approx. 2-3 hours","for more than 7 hours","for approx. 1-2 hours","for approx. 6-7 hours","not at all","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,Weltwoche,Tages-Anzeiger",NA,NA,"Nein",NA,"eher repräsentativ","494a4e260e28aeb10f05650d10032145",5.25,4.2,0.857224175242714,0.465020428074117,"t2",0,2,1,1.5,-0.125,0,0.25,0,0.530612244897959,0.655535749653397,0.782312925170068,0.680025452668151,2.03571428571429,2.03571428571429,3,3,3,8,3,3,1,1,14,14,0,0,1,1,-0.627906976744185,-0.738562091503268,10,0,1
"155","49baa20dce6726ed23660a6e7b7e3850","a8f2681ff6519937276f2b7e611aef7b",608,1,"männlich",24,"Tennisspielen","Hochschulreife / Matur",35,1,5,"Nein",NA,"weder unrepräsentativ noch repräsentativ","a8f2681ff6519937276f2b7e611aef7b",96,1,"Tennisspielen",42,"Die Mitte",NA,"stimme eher zu","stimme eher zu","stimme eher zu","stimme eher zu","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","SRF,20 Minuten,Blick",NA,NA,"Nein",NA,"eher repräsentativ","49baa20dce6726ed23660a6e7b7e3850",4,2.2,-0.450579095687767,-0.501255786105866,"t1",1,6,6,6,-0.0666666666666667,0,0.133333333333333,0,0.163265306122449,0.487850508537745,0.706436420722135,0.682838028798641,2.85714285714286,2.85714285714286,4,4,4,15,5,5,5,0,28,28,0,0,1,1,-0.473684210526316,-0.448275862068966,8,0,1
"156","49baa20dce6726ed23660a6e7b7e3850","a8f2681ff6519937276f2b7e611aef7b",608,1,"männlich",24,"Tennisspielen","Hochschulreife / Matur",35,1,5,"Nein",NA,"weder unrepräsentativ noch repräsentativ","a8f2681ff6519937276f2b7e611aef7b",96,1,"Tennisspielen",42,"Die Mitte",NA,"stimme eher zu","stimme eher zu","stimme eher zu","stimme eher zu","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","SRF,20 Minuten,Blick",NA,NA,"Nein",NA,"eher repräsentativ","49baa20dce6726ed23660a6e7b7e3850",4,2.2,-0.450579095687767,-0.501255786105866,"t2",1,6,6,6,-0.181818181818182,-0.0909090909090909,0.0909090909090909,0,0.154195011337868,0.366544301556685,0.613832199546485,0.693475147545248,3.37662337662338,3.37662337662338,5,5,5,22,6,8,8,0,42,42,0,0,1,1,-0.423728813559322,-0.450450450450451,8,0,1
"157","4c7599bf12fe3cb2459ad381f0dbe897","eb0560dcd28aeeda715bc03ba6b8ec9b",466,1,"männlich",69,"Tennisspielen","Obligatorische Schule",173,0,7,"Nein",NA,"ein bisschen repräsentativ","eb0560dcd28aeeda715bc03ba6b8ec9b",165,1,"Tennisspielen",142,"FDP",NA,"stimme eher zu","stimme zu","stimme zu","stimme zu","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 1-2 hours","for approx. 3-4 hours","for approx. 1-2 hours","SRF,baz (Basler Zeitung)",NA,NA,"Nein",NA,"ein bisschen repräsentativ","4c7599bf12fe3cb2459ad381f0dbe897",4.75,2.6,-0.18901844150167,0.0785099424021236,"t1",0,4,4,4,1.22222222222222,0.666666666666667,0.222222222222222,0,0.171875,0.221022276187363,0.294642857142857,0.473451863343083,3.16666666666667,3.16666666666667,7,7,7,9,6,0,3,0,16,16,0,0,1,1,0.466666666666667,-0.666666666666667,4,0,0.95
"158","4c7599bf12fe3cb2459ad381f0dbe897","eb0560dcd28aeeda715bc03ba6b8ec9b",466,1,"männlich",69,"Tennisspielen","Obligatorische Schule",173,0,7,"Nein",NA,"ein bisschen repräsentativ","eb0560dcd28aeeda715bc03ba6b8ec9b",165,1,"Tennisspielen",142,"FDP",NA,"stimme eher zu","stimme zu","stimme zu","stimme zu","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 1-2 hours","for approx. 3-4 hours","for approx. 1-2 hours","SRF,baz (Basler Zeitung)",NA,NA,"Nein",NA,"ein bisschen repräsentativ","4c7599bf12fe3cb2459ad381f0dbe897",4.75,2.6,-0.18901844150167,0.0785099424021236,"t2",0,2,3,2.5,0,0,0.321428571428571,0.24,0.775510204081633,0.944444444444444,0.904761904761905,0.666666666666667,1.67857142857143,1.67857142857143,2,2,2,8,3,3,0,2,18,18,0,0,1,1,-0.199999999999999,-0.71743119266055,14,0,1
"159","4d9776ad5a70cb4b4f791c3b1b184c39","79a6c820764d6f887def33b5d1edab81",133,1,"männlich",23,"Tennisspielen","Hochschulreife / Matur",36,NA,7,"Nein",NA,"weder unrepräsentativ noch repräsentativ","79a6c820764d6f887def33b5d1edab81",266,1,"Tennisspielen",49,"FDP",NA,"stimme eher zu","stimme eher zu","stimme eher nicht zu","stimme eher zu","for approx. 4-5 hours","for approx. 5-6 hours","for approx. 3-4 hours","for approx. 4-5 hours","for approx. 4-5 hours","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,SRF",NA,NA,"Nein",NA,"weder unrepräsentativ noch repräsentativ","4d9776ad5a70cb4b4f791c3b1b184c39",3.75,5,1.38034548361491,-0.694511028941863,"t1",1,6,5,5.5,-1.57894736842105,-0.842105263157895,0.116959064327485,0,0.111111111111111,0.280641964656665,0.337327523602033,0.569317125261619,3.23391812865497,3.23391812865497,6,6,6,19,1,17,1,0,40,40,0,1,1,1,-0.0256410256410251,-0.322314049586778,6,0,1
"160","4d9776ad5a70cb4b4f791c3b1b184c39","79a6c820764d6f887def33b5d1edab81",133,1,"männlich",23,"Tennisspielen","Hochschulreife / Matur",36,NA,7,"Nein",NA,"weder unrepräsentativ noch repräsentativ","79a6c820764d6f887def33b5d1edab81",266,1,"Tennisspielen",49,"FDP",NA,"stimme eher zu","stimme eher zu","stimme eher nicht zu","stimme eher zu","for approx. 4-5 hours","for approx. 5-6 hours","for approx. 3-4 hours","for approx. 4-5 hours","for approx. 4-5 hours","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,SRF",NA,NA,"Nein",NA,"weder unrepräsentativ noch repräsentativ","4d9776ad5a70cb4b4f791c3b1b184c39",3.75,5,1.38034548361491,-0.694511028941863,"t2",1,6,6,6,1.78571428571429,0.928571428571429,0.164835164835165,0.230769230769231,0.153846153846154,0.389766894072895,0.592702169625247,0.727410365885633,3.01098901098901,3.01098901098901,6,6,6,14,13,0,1,0,30,30,0,0,1,1,-0.111111111111109,-0.358267716535433,6,0,1
"161","4d9d999d28ad1585305769179c240068","3013fb14fc91dd05dea198186e068709",385,1,"weiblich",50,"Tennisspielen","Hochschulreife / Matur",66,1,8,"Nein",NA,"ein bisschen repräsentativ","3013fb14fc91dd05dea198186e068709",448,1,"Tennisspielen",109,"Keine",NA,"stimme eher nicht zu","stimme eher nicht zu","stimme eher zu","stimme eher zu","for approx. 1-2 hours","for approx. 1-2 hours","not at all","for approx. 1-2 hours","not at all","SRF,Andere",NA,"regionale Tagesanzeiger","Nein",NA,"eher repräsentativ","4d9d999d28ad1585305769179c240068",3.5,1.6,-0.842920076966911,-0.887766271777859,"t1",1,7,6,6.5,0.0666666666666666,0,0.180952380952381,0.127659574468085,0.26530612244898,0.388990408223957,0.443681318681319,0.595781846057241,2.53333333333333,2.53333333333333,4,4,4,15,4,4,6,1,38,38,0,0,1,1,-0.0638297872340422,-0.52,12,0,0.923076923076923
"162","4d9d999d28ad1585305769179c240068","3013fb14fc91dd05dea198186e068709",385,1,"weiblich",50,"Tennisspielen","Hochschulreife / Matur",66,1,8,"Nein",NA,"ein bisschen repräsentativ","3013fb14fc91dd05dea198186e068709",448,1,"Tennisspielen",109,"Keine",NA,"stimme eher nicht zu","stimme eher nicht zu","stimme eher zu","stimme eher zu","for approx. 1-2 hours","for approx. 1-2 hours","not at all","for approx. 1-2 hours","not at all","SRF,Andere",NA,"regionale Tagesanzeiger","Nein",NA,"eher repräsentativ","4d9d999d28ad1585305769179c240068",3.5,1.6,-0.842920076966911,-0.887766271777859,"t2",1,6,6,6,0.0416666666666667,0.0416666666666667,0.0833333333333333,0,0.275992438563327,0.530342593615878,0.835023199862519,0.813995422259126,3.04710144927536,3.04710144927536,5,5,5,24,8,7,9,0,46,46,0,0,1,1,-0.189948263118995,-0.164087685364281,16,0,1
"163","4edb600eb6b9ffb80adc7037f90f0305","dc82fe294547d4c97fc47b43427c32e5",173,1,"weiblich",32,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",52,NA,4,"Nein",NA,"sehr repräsentativ","dc82fe294547d4c97fc47b43427c32e5",86,1,"Tennisspielen",120,"Keine",NA,"stimme eher zu","stimme voll und ganz zu","stimme eher zu","stimme zu","not at all","for approx. 1-2 hours","not at all","for approx. 1-2 hours","not at all","Andere",NA,"keine","Ja, und zwar","alle fragen nach dem mindmap sind nur ab der 2. zeile lesbar","sehr repräsentativ","4edb600eb6b9ffb80adc7037f90f0305",4.75,1.4,-0.973700404059959,0.0785099424021236,"t1",0,4,4,4,-2.66666666666667,-0.888888888888889,0.277777777777778,0.111111111111111,0.671875,0.779042386185243,0.810267857142857,0.66344373892814,1.83333333333333,1.83333333333333,3,3,3,9,0,8,1,0,20,20,0,0,1,1,-0.111111111111108,-0.706924315619968,4,0,0.5
"164","4edb600eb6b9ffb80adc7037f90f0305","dc82fe294547d4c97fc47b43427c32e5",173,1,"weiblich",32,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",52,NA,4,"Nein",NA,"sehr repräsentativ","dc82fe294547d4c97fc47b43427c32e5",86,1,"Tennisspielen",120,"Keine",NA,"stimme eher zu","stimme voll und ganz zu","stimme eher zu","stimme zu","not at all","for approx. 1-2 hours","not at all","for approx. 1-2 hours","not at all","Andere",NA,"keine","Ja, und zwar","alle fragen nach dem mindmap sind nur ab der 2. zeile lesbar","sehr repräsentativ","4edb600eb6b9ffb80adc7037f90f0305",4.75,1.4,-0.973700404059959,0.0785099424021236,"t2",0,1,1,1,-2.66666666666667,-0.888888888888889,0.222222222222222,0,0.453125,0.50070368228263,0.678571428571429,0.689868585762618,2.27777777777778,2.27777777777778,4,4,4,9,0,8,1,0,16,16,0,0,1,1,-0.454545454545455,-0.644444444444444,10,0,1
"165","511668ecd8b42a747d5ba90576aa2fe1","dfe40f7942052442591ef8302f4fa2fc",691,1,"männlich",67,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",112,0,4,"Ja, und zwar","Zeitmangel - man kann nicht  ruhig überlegen","eher repräsentativ","dfe40f7942052442591ef8302f4fa2fc",596,1,"Tennisspielen",178,"SP",NA,"stimme überhaupt nicht zu","stimme überhaupt nicht zu","stimme nicht zu","stimme nicht zu","for more than 7 hours","for approx. 3-4 hours","for approx. 1-2 hours","for approx. 5-6 hours","for approx. 2-3 hours","Andere",NA,"wissenschaftliche Untersuchungen","Ja, und zwar","Zeitmangel - vergessen wie man es macht","eher repräsentativ","511668ecd8b42a747d5ba90576aa2fe1",1.5,4.6,1.11878482942881,-2.43380821446583,"t1",0,3,3,3,-0.222222222222222,0,0.583333333333333,0.571428571428571,0.328125,0.419247419247419,0.204241071428571,0.332719032558871,1.41666666666667,1.41666666666667,2,2,2,9,3,3,1,2,42,42,0,6,1,1,0.216,-0.333333333333334,12,0,0.9
"166","511668ecd8b42a747d5ba90576aa2fe1","dfe40f7942052442591ef8302f4fa2fc",691,1,"männlich",67,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",112,0,4,"Ja, und zwar","Zeitmangel - man kann nicht  ruhig überlegen","eher repräsentativ","dfe40f7942052442591ef8302f4fa2fc",596,1,"Tennisspielen",178,"SP",NA,"stimme überhaupt nicht zu","stimme überhaupt nicht zu","stimme nicht zu","stimme nicht zu","for more than 7 hours","for approx. 3-4 hours","for approx. 1-2 hours","for approx. 5-6 hours","for approx. 2-3 hours","Andere",NA,"wissenschaftliche Untersuchungen","Ja, und zwar","Zeitmangel - vergessen wie man es macht","eher repräsentativ","511668ecd8b42a747d5ba90576aa2fe1",1.5,4.6,1.11878482942881,-2.43380821446583,"t2",0,3,3,3,2.33333333333333,0.888888888888889,0.472222222222222,0.226415094339623,0.171875,0.215034965034965,0.143973214285714,0.231154728300898,1.58333333333333,1.58333333333333,3,3,3,9,8,0,1,0,34,34,0,0,1,1,-0.172413793103451,-0.670175438596491,10,0,0.916666666666667
"167","51b8e839e79400bb8df572ec997ce03d","8cfd84c1891f1f8d8fba32cb6dddd973",509,1,"männlich",71,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",61,1,5,"Ja, und zwar","meine Ungeduld","sehr repräsentativ","8cfd84c1891f1f8d8fba32cb6dddd973",316,1,"Tennisspielen",143,"FDP",NA,"stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 1-2 hours","for approx. 3-4 hours","not at all","for approx. 4-5 hours","not at all","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,SRF,Andere Regionale Zeitungen","Zürcher Unterländer",NA,"Nein",NA,"sehr repräsentativ","51b8e839e79400bb8df572ec997ce03d",5.75,2.6,-0.18901844150167,0.85153091374611,"t1",1,7,8,7.5,2.875,1,0.321428571428571,0,0.612244897959184,0.735119047619048,0.748299319727891,0.59657482239366,1.78571428571429,1.78571428571429,3,3,3,8,8,0,0,0,18,18,0,0,1,1,NA,-0.8,12,3,1
"168","51b8e839e79400bb8df572ec997ce03d","8cfd84c1891f1f8d8fba32cb6dddd973",509,1,"männlich",71,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",61,1,5,"Ja, und zwar","meine Ungeduld","sehr repräsentativ","8cfd84c1891f1f8d8fba32cb6dddd973",316,1,"Tennisspielen",143,"FDP",NA,"stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 1-2 hours","for approx. 3-4 hours","not at all","for approx. 4-5 hours","not at all","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,SRF,Andere Regionale Zeitungen","Zürcher Unterländer",NA,"Nein",NA,"sehr repräsentativ","51b8e839e79400bb8df572ec997ce03d",5.75,2.6,-0.18901844150167,0.85153091374611,"t2",1,8,8,8,3,1,0.25,0,0.140625,0.334748805668753,0.399553571428571,0.46835375832003,2.38888888888889,2.38888888888889,5,5,5,9,9,0,0,0,18,18,0,0,1,1,NA,-0.125000000000002,4,3,0.736842105263158
"169","53e018e9e922ca467cb330580589f458","9a509606c48be2330eea70131c7e49a9",405,1,"männlich",61,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",49,NA,7,"Nein",NA,"eher repräsentativ","9a509606c48be2330eea70131c7e49a9",105,1,"Tennisspielen",103,"Keine",NA,"stimme nicht zu","stimme eher zu","stimme nicht zu","stimme eher nicht zu","for approx. 4-5 hours","not at all","for approx. 1-2 hours","for approx. 1-2 hours","not at all","Weltwoche",NA,NA,"Nein",NA,"eher repräsentativ","53e018e9e922ca467cb330580589f458",2.75,2.2,-0.450579095687767,-1.46753200028585,"t1",0,1,1,1,-1.2,-0.4,0.333333333333333,0.333333333333333,0.740740740740741,0.899776785714286,0.740740740740741,0.637289758068805,1.66666666666667,1.66666666666667,2,2,2,10,2,6,1,1,30,30,0,1,1,1,-0.38211382113821,-0.568627450980392,18,0,1
"170","53e018e9e922ca467cb330580589f458","9a509606c48be2330eea70131c7e49a9",405,1,"männlich",61,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",49,NA,7,"Nein",NA,"eher repräsentativ","9a509606c48be2330eea70131c7e49a9",105,1,"Tennisspielen",103,"Keine",NA,"stimme nicht zu","stimme eher zu","stimme nicht zu","stimme eher nicht zu","for approx. 4-5 hours","not at all","for approx. 1-2 hours","for approx. 1-2 hours","not at all","Weltwoche",NA,NA,"Nein",NA,"eher repräsentativ","53e018e9e922ca467cb330580589f458",2.75,2.2,-0.450579095687767,-1.46753200028585,"t2",0,1,1,1,-2,-0.777777777777778,0.388888888888889,0.48,0.6875,0.860675039246468,0.71875,0.562798455344181,1.61111111111111,1.61111111111111,2,2,2,9,1,8,0,0,28,28,0,1,1,1,-0.0370370370370017,-0.67030965391621,16,-2,1
"171","542095fdffb72a8cdddde71e2f2055f5","35d86c08d35201039ea70eadba5347f8",449,1,"männlich",22,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",79,1,7,"Nein",NA,"etwas unrepräsentativ","35d86c08d35201039ea70eadba5347f8",133,1,"Tennisspielen",129,"Grüne",NA,"stimme zu","stimme voll und ganz zu","stimme zu","stimme zu","for approx. 2-3 hours","for approx. 2-3 hours","for approx. 3-4 hours","for approx. 2-3 hours","for approx. 2-3 hours","20 Minuten",NA,NA,"Nein",NA,"eher repräsentativ","542095fdffb72a8cdddde71e2f2055f5",5.25,3.2,0.203322539777474,0.465020428074117,"t1",1,8,1,4.5,0,0,0.2,0,0.888888888888889,1,1,0.75,1.8,1.8,2,2,2,10,0,0,10,0,18,18,0,0,1,1,NA,-1,18,0,1
"172","542095fdffb72a8cdddde71e2f2055f5","35d86c08d35201039ea70eadba5347f8",449,1,"männlich",22,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",79,1,7,"Nein",NA,"etwas unrepräsentativ","35d86c08d35201039ea70eadba5347f8",133,1,"Tennisspielen",129,"Grüne",NA,"stimme zu","stimme voll und ganz zu","stimme zu","stimme zu","for approx. 2-3 hours","for approx. 2-3 hours","for approx. 3-4 hours","for approx. 2-3 hours","for approx. 2-3 hours","20 Minuten",NA,NA,"Nein",NA,"eher repräsentativ","542095fdffb72a8cdddde71e2f2055f5",5.25,3.2,0.203322539777474,0.465020428074117,"t2",1,7,8,7.5,0,0,0.361111111111111,0.222222222222222,0.15625,0.326149386880258,0.274553571428571,0.449000979069098,1.91666666666667,1.91666666666667,4,4,4,9,0,0,9,0,26,26,0,0,1,1,NA,-0.0111111111111116,4,0,0.631578947368421
"173","54bfa7fd7d6e249e9b82670b88369843","7c46f073c8e3abbb78e46ac313e69882",246,1,"männlich",55,"Tennisspielen","Hochschulreife / Matur",46,0,6,"Nein",NA,"ein bisschen unrepräsentativ","7c46f073c8e3abbb78e46ac313e69882",45,1,"Tennisspielen",70,"Keine",NA,"stimme zu","stimme voll und ganz zu","stimme zu","stimme zu","for approx. 4-5 hours","for approx. 5-6 hours","for approx. 4-5 hours","for approx. 5-6 hours","for approx. 1-2 hours","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,Weltwoche",NA,NA,"Nein",NA,"eher repräsentativ","54bfa7fd7d6e249e9b82670b88369843",5.25,4.8,1.24956515652186,0.465020428074117,"t1",0,5,3,4,0.25,0.125,0.25,0,0.204081632653061,0.430675805675806,0.571428571428571,0.60391272060989,2.57142857142857,2.57142857142857,5,5,5,8,3,2,1,2,14,14,0,0,1,1,-0.235294117647059,0,4,0,0.857142857142857
"174","54bfa7fd7d6e249e9b82670b88369843","7c46f073c8e3abbb78e46ac313e69882",246,1,"männlich",55,"Tennisspielen","Hochschulreife / Matur",46,0,6,"Nein",NA,"ein bisschen unrepräsentativ","7c46f073c8e3abbb78e46ac313e69882",45,1,"Tennisspielen",70,"Keine",NA,"stimme zu","stimme voll und ganz zu","stimme zu","stimme zu","for approx. 4-5 hours","for approx. 5-6 hours","for approx. 4-5 hours","for approx. 5-6 hours","for approx. 1-2 hours","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,Weltwoche",NA,NA,"Nein",NA,"eher repräsentativ","54bfa7fd7d6e249e9b82670b88369843",5.25,4.8,1.24956515652186,0.465020428074117,"t2",1,8,8,8,0.166666666666667,0,0.212121212121212,0,0.0661157024793388,0.0420467185761955,0.107438016528926,0.264372788248425,2.77272727272727,2.77272727272727,5,5,5,12,4,4,3,1,28,28,0,2,1,1,0.103578154425612,-0.750000000000002,4,0,1
"175","559f58be93ada2f4dd4b9c688df84514","789cda33f48113b02231e1ea6fe2835d",265,1,"männlich",44,"Tennisspielen","Hochschulreife / Matur",58,1,4,"Nein",NA,"sehr repräsentativ","789cda33f48113b02231e1ea6fe2835d",464,1,"Tennisspielen",121,"andere Partei","EVP","stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 2-3 hours","not at all","SRF,Andere Regionale Zeitungen","Landbote",NA,"Nein",NA,"sehr repräsentativ","559f58be93ada2f4dd4b9c688df84514",5.75,2.2,-0.450579095687767,0.85153091374611,"t1",1,7,7,7,-0.0909090909090909,-0.0909090909090909,0.181818181818182,0,0.57,0.662896270396271,0.813333333333333,0.732128168531364,2.14545454545455,2.14545454545455,3,3,3,11,4,5,2,0,20,20,0,0,1,1,-0.673306772908366,-0.772151898734178,14,0,1
"176","559f58be93ada2f4dd4b9c688df84514","789cda33f48113b02231e1ea6fe2835d",265,1,"männlich",44,"Tennisspielen","Hochschulreife / Matur",58,1,4,"Nein",NA,"sehr repräsentativ","789cda33f48113b02231e1ea6fe2835d",464,1,"Tennisspielen",121,"andere Partei","EVP","stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 2-3 hours","not at all","SRF,Andere Regionale Zeitungen","Landbote",NA,"Nein",NA,"sehr repräsentativ","559f58be93ada2f4dd4b9c688df84514",5.75,2.2,-0.450579095687767,0.85153091374611,"t2",1,5,5,5,0.466666666666667,0.2,0.133333333333333,0,0.239795918367347,0.482404027756351,0.696232339089482,0.667179200324022,2.83809523809524,2.83809523809524,4,4,4,15,8,5,1,1,28,28,0,2,1,1,0.324675324675325,-0.466970387243735,8,0,1
"177","588d0a0d6bb3124ea0c626f36ab1b88e","cd66cad750b4ba95b5931c08c546fdeb",314,1,"männlich",31,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",511,1,9,"Nein",NA,"sehr repräsentativ","cd66cad750b4ba95b5931c08c546fdeb",22789,1,"Tennisspielen",88,"Grüne",NA,"stimme zu","stimme eher zu","stimme eher zu","stimme nicht zu","for approx. 3-4 hours","for approx. 3-4 hours","for approx. 2-3 hours","for approx. 4-5 hours","for approx. 4-5 hours","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,SRF,20 Minuten,St.Galler Tagblatt,Weltwoche",NA,NA,"Nein",NA,"sehr repräsentativ","588d0a0d6bb3124ea0c626f36ab1b88e",3.75,4.2,0.857224175242714,-0.694511028941863,"t1",1,8,7,7.5,0.25,0,0.464285714285714,0.6,0.285714285714286,0.40436507936508,0.442176870748299,0.454468606694566,1.67857142857143,1.67857142857143,3,3,3,8,4,4,0,0,26,26,0,6,1,1,0.0714285714285742,-0.278688524590165,10,-1,1
"178","588d0a0d6bb3124ea0c626f36ab1b88e","cd66cad750b4ba95b5931c08c546fdeb",314,1,"männlich",31,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",511,1,9,"Nein",NA,"sehr repräsentativ","cd66cad750b4ba95b5931c08c546fdeb",22789,1,"Tennisspielen",88,"Grüne",NA,"stimme zu","stimme eher zu","stimme eher zu","stimme nicht zu","for approx. 3-4 hours","for approx. 3-4 hours","for approx. 2-3 hours","for approx. 4-5 hours","for approx. 4-5 hours","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,SRF,20 Minuten,St.Galler Tagblatt,Weltwoche",NA,NA,"Nein",NA,"sehr repräsentativ","588d0a0d6bb3124ea0c626f36ab1b88e",3.75,4.2,0.857224175242714,-0.694511028941863,"t2",1,8,7,7.5,0.444444444444444,0.222222222222222,0.222222222222222,0,0.875,1,1,0.738796125036259,1.77777777777778,1.77777777777778,2,2,2,9,4,2,3,0,16,16,0,2,1,1,-0.4,-1,16,1,1
"179","59591362e8eb1e9ab75884261cbb0a17","36e006c9dec7d6c8a7edb1b5638c29d7",383,1,"männlich",46,"Tennisspielen","Hochschulreife / Matur",126,NA,7,"Ja, und zwar","Die Zeit war etwas knapp.","ein bisschen repräsentativ","36e006c9dec7d6c8a7edb1b5638c29d7",314,1,"Tennisspielen",145,"FDP",NA,"stimme zu","stimme voll und ganz zu","stimme zu","stimme zu","for approx. 3-4 hours","for approx. 2-3 hours","for approx. 1-2 hours","for approx. 4-5 hours","not at all","Tages-Anzeiger",NA,NA,"Nein",NA,"ein bisschen repräsentativ","59591362e8eb1e9ab75884261cbb0a17",5.25,3,0.0725422126844256,0.465020428074117,"t1",1,5,5,5,-0.444444444444444,-0.333333333333333,0.222222222222222,0,0.875,1,1,0.738796125036258,1.77777777777778,1.77777777777778,2,2,2,9,1,4,2,2,16,16,0,0,1,1,-0.391304347826087,-1,16,0,1
"180","59591362e8eb1e9ab75884261cbb0a17","36e006c9dec7d6c8a7edb1b5638c29d7",383,1,"männlich",46,"Tennisspielen","Hochschulreife / Matur",126,NA,7,"Ja, und zwar","Die Zeit war etwas knapp.","ein bisschen repräsentativ","36e006c9dec7d6c8a7edb1b5638c29d7",314,1,"Tennisspielen",145,"FDP",NA,"stimme zu","stimme voll und ganz zu","stimme zu","stimme zu","for approx. 3-4 hours","for approx. 2-3 hours","for approx. 1-2 hours","for approx. 4-5 hours","not at all","Tages-Anzeiger",NA,NA,"Nein",NA,"ein bisschen repräsentativ","59591362e8eb1e9ab75884261cbb0a17",5.25,3,0.0725422126844256,0.465020428074117,"t2",1,6,6,6,0.111111111111111,0,0.222222222222222,0,0.875,1,1,0.738796125036259,1.77777777777778,1.77777777777778,2,2,2,9,4,4,1,0,16,16,0,0,1,1,-0.818181818181818,-1,16,0,1
